id_pago,cantidad_minima_pago,cantidad_sin_intereses,cantidad_total,fecha_corte,fecha_pago,fecha_movimiento,id_tarjeta
3285988694,2808.6,11234.4,14043,2024-10-11,2024-10-31,2024-10-02,47
6497255160,1562.4,6249.6,7812,2024-04-12,2024-05-02,2024-04-07,101
3594908901,1828,7312,9140,2024-09-10,2024-09-30,2024-09-20,85
10412452068,2058.6,8234.4,10293,2024-10-10,2024-10-30,2024-10-24,99
7401142051,678.4,2713.6,3392,2024-06-11,2024-07-01,2024-06-28,58
1720360351,1306.8,5227.2,6534,2024-01-04,2024-01-24,2024-01-20,78
6537420020,940.2,3760.8,4701,2024-06-04,2024-06-24,2024-06-18,54
5040236187,230.2,920.8,1151,2024-12-24,2025-01-15,2024-12-01,87
10746294877,2231.4,8925.6,11157,2024-09-04,2024-09-24,2024-09-26,46
1016972951,272.2,1088.8,1361,2024-12-11,2024-12-31,2024-12-26,30
1346600195,669.8,2679.2,3349,2024-10-11,2024-10-31,2024-10-01,71
1869201969,1702.8,6811.2,8514,2024-12-10,2024-12-30,2024-12-06,85
3891067613,1921.2,7684.8,9606,2024-02-09,2024-02-29,2024-02-28,5
5043692979,1325.8,5303.2,6629,2024-04-04,2024-04-24,2024-04-24,74
9295087326,444.8,1779.2,2224,2024-10-10,2024-10-30,2024-10-31,95
1617702106,1899.4,7597.6,9497,2024-11-04,2024-11-25,2024-11-26,2
4359991085,2311,9244,11555,2024-11-22,2024-12-13,2024-11-04,32
5633536877,963.8,3855.2,4819,2024-10-10,2024-10-30,2024-10-29,85
10332598046,2707.4,10829.6,13537,2024-03-11,2024-04-01,2024-03-20,27
7995565111,3127.8,12511.2,15639,2024-10-11,2024-10-31,2024-10-28,41
4322563268,2943,11772,14715,2024-10-11,2024-10-31,2024-10-06,101
10318860867,2300,9200,11500,2024-02-02,2024-02-26,2024-02-09,69
2457350906,272,1088,1360,2024-12-11,2024-12-31,2024-12-02,58
3585255893,540.4,2161.6,2702,2024-11-13,2024-12-03,2024-11-27,101
4686662164,3003.8,12015.2,15019,2024-09-10,2024-09-30,2024-09-27,90
1237375971,555,2220,2775,2024-01-10,2024-01-30,2024-01-12,99
4875227541,589.8,2359.2,2949,2024-08-09,2024-08-29,2024-08-03,27
4393380139,3082.8,12331.2,15414,2024-09-25,2024-10-15,2024-09-06,97
6471450726,2426.8,9707.2,12134,2024-08-26,2024-09-17,2024-08-15,61
2463901605,1083.8,4335.2,5419,2024-04-05,2024-04-25,2024-04-12,25
9261376616,3071.6,12286.4,15358,2024-11-08,2024-11-28,2024-11-29,79
2132948886,1182.2,4728.8,5911,2024-11-22,2024-12-13,2024-11-10,32
4879240736,822.8,3291.2,4114,2024-11-13,2024-12-03,2024-11-15,101
3490576535,2691.8,10767.2,13459,2024-05-10,2024-05-30,2024-05-24,100
1383742886,1995.6,7982.4,9978,2024-10-14,2024-11-04,2024-10-28,45
8641005203,3036.2,12144.8,15181,2024-08-02,2024-08-22,2024-08-30,24
2509990000,406.8,1627.2,2034,2024-11-04,2024-11-25,2024-11-24,75
7061058344,1000,4000,5000,2024-11-04,2024-11-25,2024-11-21,46
9807692597,524.2,2096.8,2621,2024-09-10,2024-09-30,2024-09-29,91
9292901220,1039.2,4156.8,5196,2024-12-13,2025-01-02,2024-12-02,104
9303901475,3168,12672,15840,2024-03-12,2024-04-01,2024-03-29,16
7767682808,1457.6,5830.4,7288,2024-06-10,2024-07-01,2024-06-19,38
2038023869,682,2728,3410,2024-01-25,2024-02-14,2024-01-08,17
8185052826,688,2752,3440,2024-06-10,2024-07-01,2024-06-11,8
10668236472,1810.6,7242.4,9053,2024-03-04,2024-03-25,2024-03-25,29
10565443399,1364.8,5459.2,6824,2024-02-02,2024-02-26,2024-02-07,24
5090989395,3007.8,12031.2,15039,2024-12-11,2024-12-31,2024-12-06,47
1982524672,1282.6,5130.4,6413,2024-03-13,2024-04-02,2024-03-24,101
10151451030,1043,4172,5215,2024-11-25,2024-12-16,2024-11-30,17
4143754747,1008.8,4035.2,5044,2024-01-04,2024-01-24,2024-01-08,78
10606307795,2350,9400,11750,2024-04-12,2024-05-02,2024-04-24,30
9348994339,1671.4,6685.6,8357,2024-02-06,2024-02-26,2024-02-29,25
4266937514,2082,8328,10410,2024-08-12,2024-09-02,2024-08-30,48
7257546920,2869.2,11476.8,14346,2024-12-04,2024-12-24,2024-12-20,29
10366504739,2791.4,11165.6,13957,2024-12-10,2024-12-30,2024-12-21,93
1524784458,1775.2,7100.8,8876,2024-09-20,2024-10-10,2024-09-10,51
3091708736,1672.4,6689.6,8362,2024-05-13,2024-06-03,2024-05-22,101
9913801423,255.4,1021.6,1277,2024-03-06,2024-03-26,2024-03-17,65
2590383481,2699.2,10796.8,13496,2024-03-11,2024-04-01,2024-03-11,40
10659182422,1333.6,5334.4,6668,2024-06-14,2024-07-04,2024-06-19,94
2375633580,2570.4,10281.6,12852,2024-10-11,2024-10-31,2024-10-15,101
3415051100,1797.2,7188.8,8986,2024-12-11,2024-12-31,2024-12-18,20
5497240685,3004.6,12018.4,15023,2024-04-12,2024-05-02,2024-04-18,101
1584737252,2229,8916,11145,2024-03-11,2024-04-01,2024-03-28,40
6045909096,2027.2,8108.8,10136,2024-05-03,2024-05-23,2024-05-24,33
10159519691,2821.6,11286.4,14108,2024-08-09,2024-08-29,2024-08-23,47
8211925389,273.6,1094.4,1368,2024-09-10,2024-09-30,2024-09-12,38
4687954279,790.8,3163.2,3954,2024-12-11,2024-12-31,2024-12-28,42
9310254782,2862.4,11449.6,14312,2024-04-12,2024-05-02,2024-04-13,101
5371987017,2618.2,10472.8,13091,2024-07-10,2024-07-30,2024-07-10,100
4422495967,3157,12628,15785,2024-08-13,2024-09-02,2024-08-13,101
1069282280,277,1108,1385,2024-04-12,2024-05-02,2024-04-29,101
4452485012,735.8,2943.2,3679,2024-02-02,2024-02-26,2024-02-02,55
6144185206,1967,7868,9835,2024-05-10,2024-05-30,2024-05-29,18
3228253169,3143.2,12572.8,15716,2024-11-11,2024-12-02,2024-11-23,71
7726390548,2083,8332,10415,2024-12-02,2024-12-23,2024-12-21,19
1525777803,3012.2,12048.8,15061,2024-04-10,2024-04-30,2024-04-10,86
6635537784,568.4,2273.6,2842,2024-02-02,2024-02-26,2024-02-20,63
10796886135,1762.2,7048.8,8811,2024-11-22,2024-12-13,2024-11-02,32
8768826237,1769.2,7076.8,8846,2024-09-11,2024-10-02,2024-09-07,27
9718969886,2307.6,9230.4,11538,2024-03-08,2024-04-01,2024-03-27,38
8552988129,3008.4,12033.6,15042,2024-08-09,2024-08-29,2024-08-29,95
7994789672,3058.8,12235.2,15294,2024-10-04,2024-10-24,2024-10-09,78
8493360921,821.6,3286.4,4108,2024-05-10,2024-05-30,2024-05-24,92
4351159883,2269.2,9076.8,11346,2024-03-04,2024-03-25,2024-03-09,69
5741396658,451.2,1804.8,2256,2024-04-12,2024-05-02,2024-04-26,18
4203527136,1872.2,7488.8,9361,2024-04-12,2024-05-02,2024-04-18,101
6409811371,1991.2,7964.8,9956,2024-10-11,2024-10-31,2024-10-22,101
2904830460,1580,6320,7900,2024-04-01,2024-04-22,2024-04-22,68
1772421092,1477.6,5910.4,7388,2024-11-14,2024-12-04,2024-11-07,45
1097109877,272.4,1089.6,1362,2024-12-02,2024-12-23,2024-12-16,68
2769483106,2723.4,10893.6,13617,2024-12-10,2024-12-30,2024-12-18,99
8123015922,3042.6,12170.4,15213,2024-04-10,2024-04-30,2024-04-22,92
7390520504,2558.2,10232.8,12791,2024-02-26,2024-03-19,2024-02-15,61
3350667489,2252.6,9010.4,11263,2024-07-04,2024-07-24,2024-07-05,24
7931319878,297.8,1191.2,1489,2024-08-02,2024-08-22,2024-08-11,75
4439245460,2261,9044,11305,2024-05-10,2024-05-30,2024-05-02,42
7247746831,1138.2,4552.8,5691,2024-04-12,2024-05-02,2024-04-11,101
5846021107,2697.6,10790.4,13488,2024-10-11,2024-10-31,2024-10-10,101
10416479757,2075.8,8303.2,10379,2024-09-06,2024-09-26,2024-09-23,25
7325904182,2116,8464,10580,2024-05-10,2024-05-30,2024-05-29,47
10814197980,1741.2,6964.8,8706,2024-01-04,2024-01-24,2024-01-23,55
4826047259,1265,5060,6325,2024-10-10,2024-10-30,2024-10-31,99
10136704130,1141.2,4564.8,5706,2024-12-02,2024-12-23,2024-12-16,9
6104964091,2776.2,11104.8,13881,2024-12-20,2025-01-09,2024-12-01,32
6303913983,2307.4,9229.6,11537,2024-03-12,2024-04-01,2024-03-01,20
7072203824,841.6,3366.4,4208,2024-12-04,2024-12-24,2024-12-03,24
8724022451,2741.2,10964.8,13706,2024-01-04,2024-01-24,2024-01-31,78
10398385695,2347,9388,11735,2024-03-04,2024-03-25,2024-03-14,24
10944381051,1054.4,4217.6,5272,2024-12-10,1900-01-01,2024-12-19,98
7997497545,2965.2,11860.8,14826,2024-06-13,2024-07-03,2024-06-03,101
5938860598,3183.4,12733.6,15917,2024-07-12,2024-08-01,2024-07-15,16
6545976261,2276.6,9106.4,11383,2024-06-13,2024-07-03,2024-06-09,101
3351783574,885.6,3542.4,4428,2024-09-12,2024-10-02,2024-09-30,20
4471359646,2144,8576,10720,2024-10-10,2024-10-30,2024-10-18,38
2347664911,1012,4048,5060,2024-06-11,2024-07-01,2024-06-21,40
10996490485,559.8,2239.2,2799,2024-10-10,2024-10-30,2024-10-10,38
3473094000,2824.2,11296.8,14121,2024-05-10,2024-05-30,2024-05-20,100
8921095835,798,3192,3990,2024-09-04,2024-09-24,2024-09-24,33
2774971057,1318.6,5274.4,6593,2024-10-04,2024-10-24,2024-10-03,46
1570879900,623.6,2494.4,3118,2024-10-10,2024-10-30,2024-10-31,90
1089337153,2562.8,10251.2,12814,2024-10-11,2024-10-31,2024-10-10,101
10769981945,826.4,3305.6,4132,2024-12-11,2024-12-31,2024-12-24,47
4012531052,2133.8,8535.2,10669,2024-04-11,2024-05-02,2024-04-24,27
8324177972,3087.8,12351.2,15439,2024-03-11,2024-04-01,2024-03-22,27
8167629988,1597.6,6390.4,7988,2024-06-12,2024-07-02,2024-06-28,36
10885141098,248,992,1240,2024-02-02,2024-02-26,2024-02-23,14
5837034922,522,2088,2610,2024-10-11,2024-10-31,2024-10-18,101
2639813673,2514.6,10058.4,12573,2024-11-11,2024-12-02,2024-11-24,27
8796360674,3170.8,12683.2,15854,2024-12-24,2025-01-15,2024-12-31,44
10897216512,624.8,2499.2,3124,2024-11-13,2024-12-03,2024-11-15,101
5645517979,2251.2,9004.8,11256,2024-04-17,2024-05-07,2024-04-12,7
5485450516,1798.2,7192.8,8991,2024-02-09,2024-02-29,2024-02-24,99
2963192031,1623.8,6495.2,8119,2024-05-10,2024-05-30,2024-05-29,42
3165284320,1255.8,5023.2,6279,2024-04-04,2024-04-24,2024-04-09,70
2756981886,2999.4,11997.6,14997,2024-10-10,2024-10-30,2024-10-21,38
9968533075,1797.6,7190.4,8988,2024-06-11,2024-07-01,2024-06-30,41
3304359050,914,3656,4570,2024-08-14,2024-09-03,2024-08-01,104
4673019729,3118.8,12475.2,15594,2024-10-25,2024-11-14,2024-10-14,82
8212892740,1164,4656,5820,2024-11-08,2024-11-28,2024-11-28,38
3909376349,1612,6448,8060,2024-12-13,2025-01-02,2024-12-06,49
2020498322,2674.8,10699.2,13374,2024-02-23,2024-03-14,2024-02-27,76
1818586420,962.8,3851.2,4814,2024-09-04,2024-09-24,2024-09-26,2
3953063351,2385.6,9542.4,11928,2024-11-04,2024-11-25,2024-11-25,67
4406324625,2650.6,10602.4,13253,2024-04-12,2024-05-02,2024-04-16,101
1691576266,343.2,1372.8,1716,2024-11-06,2024-11-26,2024-11-21,25
3221651908,1765.2,7060.8,8826,2024-09-04,2024-09-24,2024-09-09,78
2876380597,905.6,3622.4,4528,2024-02-09,2024-02-29,2024-02-23,99
8137691868,1489.4,5957.6,7447,2024-03-13,2024-04-02,2024-03-31,101
9587892676,1465.6,5862.4,7328,2024-08-09,2024-08-29,2024-08-15,27
2486795374,1690.2,6760.8,8451,2024-10-10,2024-10-30,2024-10-29,93
8381864626,2589.6,10358.4,12948,2024-06-13,2024-07-03,2024-06-01,101
4605795992,3082,12328,15410,2024-05-13,2024-06-03,2024-05-03,101
10130525894,829.4,3317.6,4147,2024-02-09,2024-02-29,2024-02-16,86
3464847659,653.4,2613.6,3267,2024-08-14,2024-09-03,2024-08-28,45
7244058873,1625.6,6502.4,8128,2024-12-10,2024-12-30,2024-12-06,85
1297493517,727.4,2909.6,3637,2024-04-04,2024-04-24,2024-04-02,24
2551760852,3151.4,12605.6,15757,2024-04-12,2024-05-02,2024-04-26,101
3819529369,405.2,1620.8,2026,2024-03-25,2024-04-15,2024-03-13,82
4507564441,1216.4,4865.6,6082,2024-12-04,2024-12-24,2024-12-07,78
5943228678,936,3744,4680,2024-10-04,2024-10-24,2024-10-23,31
5077435341,1299.6,5198.4,6498,2024-08-02,2024-08-22,2024-08-10,80
2552686933,1656.2,6624.8,8281,2024-04-04,2024-04-24,2024-04-23,67
1999880801,3116.2,12464.8,15581,2024-01-04,2024-01-24,2024-01-26,69
1637548005,2112.4,8449.6,10562,2024-04-10,2024-04-30,2024-04-21,38
10822833316,3164.8,12659.2,15824,2024-06-13,2024-07-03,2024-06-13,101
4200234728,2257.2,9028.8,11286,2024-08-23,2024-09-12,2024-08-14,44
4111156706,2351.2,9404.8,11756,2024-09-13,2024-10-03,2024-09-14,101
10326447492,1060,4240,5300,2024-10-04,2024-10-24,2024-10-25,37
8936151374,669.4,2677.6,3347,2024-05-10,2024-05-30,2024-05-12,86
3921281082,3021.4,12085.6,15107,2024-09-25,2024-10-15,2024-09-20,76
9944774645,254.4,1017.6,1272,2024-05-13,2024-06-03,2024-05-26,101
2551598583,2320.4,9281.6,11602,2024-10-04,2024-10-24,2024-10-02,46
2273362202,1078,4312,5390,2024-11-11,2024-12-02,2024-11-29,47
1339119398,2815.6,11262.4,14078,2024-02-09,2024-02-29,2024-02-12,52
9995666830,2839.6,11358.4,14198,2024-09-06,2024-09-26,2024-09-17,25
5130298409,2695.8,10783.2,13479,2024-08-09,2024-08-29,2024-08-16,38
10991817845,2144.4,8577.6,10722,2024-07-22,2024-08-12,2024-07-13,32
1704251014,2677.6,10710.4,13388,2024-12-11,2024-12-31,2024-12-19,27
9555244858,1730,6920,8650,2024-10-10,2024-10-30,2024-10-04,99
10987443396,570,2280,2850,2024-02-02,2024-02-26,2024-02-19,24
7471919219,1055,4220,5275,2024-12-10,2024-12-30,2024-12-24,73
10722686662,2487.6,9950.4,12438,2024-02-02,2024-02-26,2024-02-29,78
7319485776,1730.4,6921.6,8652,2024-12-20,2025-01-09,2024-12-08,32
1547243940,2379,9516,11895,2024-06-17,2024-07-08,2024-06-29,7
5694049321,2426.4,9705.6,12132,2024-10-11,2024-10-31,2024-10-02,71
1379660199,1494.6,5978.4,7473,2024-04-25,2024-05-15,2024-04-16,97
10895569135,2281.2,9124.8,11406,2024-01-04,2024-01-24,2024-01-23,75
2792707024,2958,11832,14790,2024-06-10,2024-07-01,2024-06-24,38
4036802691,1041.8,4167.2,5209,2024-06-13,2024-07-03,2024-06-15,101
1671455276,3107.2,12428.8,15536,2024-09-25,2024-10-15,2024-09-10,34
2247961480,2087.8,8351.2,10439,2024-10-10,2024-10-30,2024-10-21,85
2222684484,1829.4,7317.6,9147,2024-06-10,2024-07-01,2024-06-27,73
10067702371,1970.2,7880.8,9851,2024-04-12,2024-05-02,2024-04-11,101
6791776026,897.2,3588.8,4486,2024-10-10,2024-10-30,2024-10-03,26
9553270667,2696.6,10786.4,13483,2024-04-12,2024-05-02,2024-04-29,101
4260762154,1223.8,4895.2,6119,2024-09-06,2024-09-26,2024-09-30,56
9311063099,360,1440,1800,2024-01-25,2024-02-14,2024-01-12,44
4680352625,301,1204,1505,2024-10-04,2024-10-24,2024-10-15,70
3323572302,2179.2,8716.8,10896,2024-05-13,2024-06-03,2024-05-08,101
10713592699,713.6,2854.4,3568,2024-06-11,2024-07-01,2024-06-29,27
5258805912,2130.6,8522.4,10653,2024-07-04,2024-07-24,2024-07-23,80
4768794935,850,3400,4250,2024-04-10,2024-04-30,2024-04-01,95
6387616898,1005.4,4021.6,5027,2024-09-10,2024-09-30,2024-09-17,84
4209625291,2575.6,10302.4,12878,2024-08-12,2024-09-02,2024-08-27,36
7458151288,1295.6,5182.4,6478,2024-01-10,2024-01-30,2024-01-19,8
4081084136,1796.4,7185.6,8982,2024-01-05,2024-01-25,2024-01-24,65
3466709387,1064.8,4259.2,5324,2024-10-10,2024-10-30,2024-10-29,100
2778323553,2974.6,11898.4,14873,2024-08-09,2024-08-29,2024-08-01,99
8215237224,795.2,3180.8,3976,2024-06-04,2024-06-24,2024-06-12,78
9060559787,666.2,2664.8,3331,2024-10-04,2024-10-24,2024-10-25,59
8856922777,1506.2,6024.8,7531,2024-04-12,2024-05-02,2024-04-19,101
3556540666,1535.8,6143.2,7679,2024-02-02,2024-02-26,2024-02-14,24
8366001101,607.8,2431.2,3039,2024-11-08,2024-11-28,2024-11-06,100
9616355265,448.2,1792.8,2241,2024-09-04,2024-09-24,2024-09-01,75
2142957802,381.2,1524.8,1906,2024-09-04,2024-09-24,2024-09-06,80
7527497425,1581.8,6327.2,7909,2024-06-04,2024-06-24,2024-06-12,24
6297873370,2019,8076,10095,2024-08-09,2024-08-29,2024-08-02,6
2206785086,2299.6,9198.4,11498,2024-07-10,2024-07-30,2024-07-19,91
9057577898,2544,10176,12720,2024-03-04,2024-03-25,2024-03-24,14
9456293050,1390.6,5562.4,6953,2024-10-25,2024-11-14,2024-10-09,76
10304642505,773,3092,3865,2024-09-10,2024-09-30,2024-09-02,38
6487326065,1703.2,6812.8,8516,2024-06-04,2024-06-24,2024-06-11,83
5452469105,3140.8,12563.2,15704,2024-02-23,2024-03-14,2024-02-01,103
6373086897,828.2,3312.8,4141,2024-10-04,2024-10-24,2024-10-03,46
2426367049,3103.2,12412.8,15516,2024-08-09,2024-08-29,2024-08-19,99
8863411938,1874.2,7496.8,9371,2024-08-02,2024-08-22,2024-08-05,78
2880245844,1581.8,6327.2,7909,2024-10-22,2024-11-11,2024-10-10,51
5110414844,2205.6,8822.4,11028,2024-10-11,2024-10-31,2024-10-13,101
10809101865,1181,4724,5905,2024-01-10,2024-01-30,2024-01-30,95
3256914614,2833,11332,14165,2024-12-10,2024-12-30,2024-12-09,60
10383476655,1615.6,6462.4,8078,2024-08-09,2024-08-29,2024-08-29,47
8000161410,1057,4228,5285,2024-04-25,2024-05-15,2024-04-08,76
3995880142,1797.8,7191.2,8989,2024-11-25,2024-12-16,2024-11-12,11
8340113328,1935.4,7741.6,9677,2024-06-04,2024-06-24,2024-06-28,88
4964160129,1789.6,7158.4,8948,2024-06-13,2024-07-03,2024-06-20,101
3250629913,2248.4,8993.6,11242,2024-03-11,2024-04-01,2024-03-31,40
2751661730,1107,4428,5535,2024-08-23,2024-09-12,2024-08-14,87
6708674565,1309.4,5237.6,6547,2024-05-24,2024-06-17,2024-05-16,11
9579997883,2114,8456,10570,2024-01-04,2024-01-24,2024-01-04,83
10479210943,422.4,1689.6,2112,2024-08-02,2024-08-22,2024-08-22,33
6625245075,3173.8,12695.2,15869,2024-11-25,2024-12-16,2024-11-15,53
4653616714,598.4,2393.6,2992,2024-12-24,2025-01-15,2024-12-03,76
1927498426,2879.4,11517.6,14397,2024-04-12,2024-05-02,2024-04-18,101
3282401692,1020.8,4083.2,5104,2024-09-02,2024-09-23,2024-09-23,4
8308752666,776.2,3104.8,3881,2024-07-25,2024-08-14,2024-07-15,76
4125474051,1592,6368,7960,2024-05-24,2024-06-17,2024-05-13,81
3322254040,1574,6296,7870,2024-06-13,2024-07-03,2024-06-11,101
7184594602,307.6,1230.4,1538,2024-09-10,2024-09-30,2024-09-20,8
9330179034,758.6,3034.4,3793,2024-09-10,2024-09-30,2024-09-20,91
9689439716,3079.4,12317.6,15397,2024-04-04,2024-04-24,2024-04-23,31
5657257529,2615.2,10460.8,13076,2024-03-04,2024-03-25,2024-03-16,24
7611386843,414.6,1658.4,2073,2024-07-04,2024-07-24,2024-07-31,37
6492029506,1231.8,4927.2,6159,2024-05-13,2024-06-03,2024-05-09,101
8049567259,2778.8,11115.2,13894,2024-09-13,2024-10-03,2024-09-04,45
10106033728,1472.6,5890.4,7363,2024-10-11,2024-10-31,2024-10-10,101
1611489799,3002.6,12010.4,15013,2024-02-02,2024-02-26,2024-02-19,75
9460743579,1672.2,6688.8,8361,2024-05-03,2024-05-23,2024-05-16,63
10664248898,3094.2,12376.8,15471,2024-10-25,2024-11-14,2024-10-14,34
7989303781,1128,4512,5640,2024-08-01,2024-08-21,2024-08-16,68
2266135344,1323.6,5294.4,6618,2024-08-02,2024-08-22,2024-08-18,75
1340915535,2362.2,9448.8,11811,2024-05-24,2024-06-17,2024-05-08,87
5620819956,2351.2,9404.8,11756,2024-10-04,2024-10-24,2024-10-15,24
9118144331,1066,4264,5330,2024-05-10,2024-05-30,2024-05-25,38
2399525272,1129.2,4516.8,5646,2024-05-24,2024-06-17,2024-05-13,97
2135637275,2510.8,10043.2,12554,2024-05-13,2024-06-03,2024-05-03,101
1847553241,1041.6,4166.4,5208,2024-04-04,2024-04-24,2024-04-25,2
10349793698,2692.2,10768.8,13461,2024-07-25,2024-08-14,2024-07-15,82
8985171582,2287.4,9149.6,11437,2024-08-09,2024-08-29,2024-08-13,27
2420440876,1165.2,4660.8,5826,2024-11-04,2024-11-25,2024-11-15,31
6950033636,1051.8,4207.2,5259,2024-08-09,2024-08-29,2024-08-17,86
4189078906,2135.2,8540.8,10676,2024-01-10,2024-01-30,2024-01-30,73
6984725815,2276.2,9104.8,11381,2024-06-10,2024-07-01,2024-06-04,52
7580986766,3044.8,12179.2,15224,2024-04-04,2024-04-24,2024-04-09,59
7291246526,492,1968,2460,2024-07-25,2024-08-14,2024-07-31,53
5488879669,1494.8,5979.2,7474,2024-08-09,2024-08-29,2024-08-05,38
7225939075,2342.8,9371.2,11714,2024-08-09,2024-08-29,2024-08-06,27
6426145680,2270.4,9081.6,11352,2024-04-12,2024-05-02,2024-04-09,101
6814555294,1476.2,5904.8,7381,2024-09-25,2024-10-15,2024-09-05,43
7031580115,3159,12636,15795,2024-03-11,2024-04-01,2024-03-24,27
3957189741,1229.8,4919.2,6149,2024-03-04,2024-03-25,2024-03-24,54
7632766178,1922.6,7690.4,9613,2024-11-12,2024-12-02,2024-11-24,48
10103317603,344.4,1377.6,1722,2024-05-13,2024-06-03,2024-05-02,101
5827522718,1006.2,4024.8,5031,2024-09-10,2024-09-30,2024-09-11,91
3178228886,2173.4,8693.6,10867,2024-05-13,2024-06-03,2024-05-01,101
7332253070,262.2,1048.8,1311,2024-11-04,2024-11-25,2024-11-21,46
3671622072,2683.8,10735.2,13419,2024-07-25,2024-08-14,2024-07-17,44
9771873255,1142.2,4568.8,5711,2024-10-04,2024-10-24,2024-10-28,46
5015434914,2465,9860,12325,2024-12-24,2025-01-15,2024-12-10,97
2875677115,2023.2,8092.8,10116,2024-07-01,2024-07-22,2024-07-31,4
2458069604,2986,11944,14930,2024-04-11,2024-05-02,2024-04-19,40
8237593765,2808,11232,14040,2024-11-04,2024-11-25,2024-11-06,24
5440647344,2378.4,9513.6,11892,2024-06-13,2024-07-03,2024-06-16,101
2277697662,1015.8,4063.2,5079,2024-04-22,2024-05-13,2024-04-05,32
9958376375,3110.4,12441.6,15552,2024-11-12,2024-12-02,2024-11-28,20
3979378118,2612,10448,13060,2024-12-10,2024-12-30,2024-12-20,85
1179765086,1993,7972,9965,2024-12-04,2024-12-24,2024-12-28,59
2446392160,1196.2,4784.8,5981,2024-01-12,2024-02-01,2024-01-10,101
5911722637,2586.6,10346.4,12933,2024-04-10,2024-04-30,2024-04-30,89
4849516333,659,2636,3295,2024-08-02,2024-08-22,2024-08-19,24
9701623752,1355.2,5420.8,6776,2024-05-03,2024-05-23,2024-05-21,24
9419795815,2658,10632,13290,2024-04-04,2024-04-24,2024-04-04,78
1861410776,1987.4,7949.6,9937,2024-09-10,2024-09-30,2024-09-13,86
3342896190,2750.4,11001.6,13752,2024-08-09,2024-08-29,2024-08-28,71
2897869815,925.2,3700.8,4626,2024-01-04,2024-01-24,2024-01-23,67
7064642556,2314.6,9258.4,11573,2024-09-02,2024-09-23,2024-09-22,19
10084797519,2628,10512,13140,2024-03-08,2024-04-01,2024-03-12,84
5404527278,1357.4,5429.6,6787,2024-04-10,2024-04-30,2024-04-29,73
10729803156,485.6,1942.4,2428,2024-09-10,2024-09-30,2024-09-01,100
10995075655,2546.4,10185.6,12732,2024-08-09,2024-08-29,2024-08-30,38
9938871341,935,3740,4675,2024-07-04,2024-07-24,2024-07-29,24
1945969812,3117.6,12470.4,15588,2024-09-10,2024-09-30,2024-09-12,38
7995548751,1515.6,6062.4,7578,2024-01-25,2024-02-14,2024-01-10,53
2133129789,2690.4,10761.6,13452,2024-08-09,2024-08-29,2024-08-28,5
3690668287,2451,9804,12255,2024-05-24,2024-06-17,2024-05-22,87
7385517549,2344,9376,11720,2024-01-10,2024-01-30,2024-01-11,99
10118358314,3046,12184,15230,2024-11-14,2024-12-04,2024-11-07,77
8470211715,1576,6304,7880,2024-02-09,2024-02-29,2024-02-16,8
6526785475,1787.6,7150.4,8938,2024-09-25,2024-10-15,2024-09-09,43
8475050292,718.8,2875.2,3594,2024-11-01,2024-11-21,2024-11-20,9
9660913402,1362.6,5450.4,6813,2024-06-12,2024-07-02,2024-06-15,30
8831750945,1177.4,4709.6,5887,2024-04-01,2024-04-22,2024-04-16,68
7762262339,562.4,2249.6,2812,2024-10-11,2024-10-31,2024-10-16,30
8691529933,836.8,3347.2,4184,2024-06-12,2024-07-02,2024-06-04,30
1228123726,452.6,1810.4,2263,2024-10-25,2024-11-14,2024-10-16,44
1240038749,2550.8,10203.2,12754,2024-05-06,2024-05-27,2024-05-16,25
6428296166,2108,8432,10540,2024-03-04,2024-03-25,2024-03-29,24
5122909054,2506.8,10027.2,12534,2024-10-22,2024-11-11,2024-10-05,32
9170211710,3197.2,12788.8,15986,2024-05-02,2024-05-22,2024-05-17,68
6397265772,2374.6,9498.4,11873,2024-02-02,2024-02-26,2024-02-22,69
1066349579,1655.2,6620.8,8276,2024-02-09,2024-02-29,2024-02-27,42
2617919137,235,940,1175,2024-10-11,2024-10-31,2024-10-30,27
8154723356,1849.8,7399.2,9249,2024-05-06,2024-05-27,2024-05-24,25
2413027482,1381.2,5524.8,6906,2024-05-03,2024-05-23,2024-05-24,2
2124781024,1414.2,5656.8,7071,2024-04-12,2024-05-02,2024-04-22,18
5959605824,711.8,2847.2,3559,2024-01-04,2024-01-24,2024-01-13,78
9515871879,2521.6,10086.4,12608,2024-01-04,2024-01-24,2024-01-06,24
10018996487,2618.8,10475.2,13094,2024-06-12,2024-07-02,2024-06-14,48
8874095087,2568.4,10273.6,12842,2024-12-04,2024-12-24,2024-12-24,75
10987176150,1266,5064,6330,2024-10-11,2024-10-31,2024-10-19,18
6223583384,2970.2,11880.8,14851,2024-07-05,2024-07-25,2024-07-03,25
4012860198,1177.4,4709.6,5887,2024-07-22,2024-08-12,2024-07-07,32
3199298297,1854.2,7416.8,9271,2024-05-24,2024-06-17,2024-05-30,87
1086173281,754.2,3016.8,3771,2024-03-15,2024-04-04,2024-03-12,7
1599304744,952,3808,4760,2024-11-08,2024-11-28,2024-11-25,72
5524856708,2209.6,8838.4,11048,2024-09-13,2024-10-03,2024-09-21,101
5440231374,2750.2,11000.8,13751,2024-09-12,2024-10-02,2024-09-01,30
8120330729,1530.6,6122.4,7653,2024-01-04,2024-01-24,2024-01-21,37
7443219013,2997,11988,14985,2024-06-25,2024-07-15,2024-06-26,76
