id_transferencia,cantidad,cuenta_emisora,cuenta_receptora,fecha_movimiento
5172915685,1701.76,86,426,2022-05-03
6676908956,6210.32,1004,1080,2023-03-03
6753534849,8076.2,29,30,2023-07-04
5644791172,3169.15,78,116,2022-03-05
1930887220,4976.77,297,504,2024-01-04
2865642861,4584.28,363,362,2024-11-03
7189525996,527.16,619,638,2022-06-02
6964801417,3693.64,910,909,2024-06-04
1866786274,7233.61,128,129,2024-01-05
10507916771,920.82,1075,1084,2022-11-02
1205123630,82.42,659,535,2022-06-03
7173666004,3643.55,1014,343,2023-01-06
1105518459,454.59,260,258,2022-10-01
10002505625,2050.46,128,129,2024-04-01
2941530044,5536.69,971,493,2024-06-06
10926094171,5233.09,760,666,2022-08-01
5098661051,6406.5,181,182,2024-07-04
4086311446,6686.65,181,101,2023-01-03
5754147101,1039.77,1121,1177,2024-05-02
6676437763,8052.68,967,966,2022-09-01
4573999076,7184.56,112,886,2023-01-06
8898428867,354.94,627,151,2023-10-06
10614445778,6863.73,74,76,2024-11-01
3655643807,8111.44,262,261,2024-11-01
10894542229,2597.1,855,996,2022-05-02
10017816076,4108.97,18,962,2024-09-01
6442110298,1139.47,425,59,2023-03-01
2998364130,4829.36,580,927,2022-04-06
1916139083,7538.53,1148,703,2025-01-01
9041106930,1900.75,757,756,2023-10-03
3238163058,4662.69,260,258,2022-02-02
10529195755,781.33,590,237,2022-04-01
5188315266,5302.55,274,275,2023-09-06
10005219984,4299.82,232,991,2023-07-04
7200131268,9797.07,384,385,2023-05-01
9397073085,7732.48,1029,555,2023-02-05
10189482357,2893.41,78,116,2022-05-02
7433292150,1829.78,258,260,2022-02-02
3507058425,3439.92,75,165,2022-02-06
8858041950,7772.67,292,375,2023-01-03
6157875834,6592.99,1009,179,2024-11-01
10715524774,4346.77,498,500,2023-05-03
9448911713,5392.09,744,745,2023-07-01
7646047254,1210.89,551,924,2022-07-05
6533743219,3017.73,1066,1065,2023-07-02
10461078419,9742.05,78,116,2024-08-02
9597041184,5452.37,542,557,2023-08-06
3041120520,2918.96,357,356,2023-06-05
8601216339,7890.2,826,949,2023-02-02
2483681361,6146.44,183,181,2023-10-01
6590985187,6246.72,706,641,2023-01-04
9630626635,8452.23,619,638,2023-01-06
9926813961,8457.95,181,182,2023-04-05
8065483718,6023.39,910,909,2023-06-04
7386497968,7171.48,81,579,2022-11-01
9009763169,8034.5,637,917,2023-01-03
10769018496,4307.81,262,261,2022-08-04
4470944324,1814.86,29,30,2023-01-04
5781342932,7569.61,1143,380,2023-09-05
2595708693,7753.74,112,886,2023-09-01
4988632276,8626.57,233,749,2025-01-03
2395644686,9073.85,539,572,2023-01-02
6295130209,288.64,78,116,2024-01-02
5687965312,9885.59,47,46,2024-06-02
4316388887,8995.22,1148,703,2022-02-01
6577745986,6546.74,258,260,2023-02-03
10957954397,936.22,233,972,2023-06-03
7261427491,6446.77,910,909,2022-03-01
10007165070,9968.28,610,801,2024-01-01
6134313562,8632.12,803,883,2022-09-01
5889793697,7265.74,524,386,2023-07-01
5413976228,9489.7,803,883,2022-05-02
7025354628,3404.63,550,476,2022-01-02
2874351867,6596.51,308,687,2024-05-06
2109536560,2432.74,971,493,2023-10-04
7330019925,4622.81,627,747,2022-09-01
10284936847,7886.96,542,540,2024-01-05
3567810636,6995.4,292,293,2023-01-03
5534505315,2051.01,262,705,2023-06-01
10807718451,7633.57,612,920,2024-02-04
9362174469,8759.81,605,506,2023-03-02
4705176330,6667.73,328,1153,2024-07-03
5227229227,1737.72,262,186,2023-11-01
8254283413,1365.98,970,686,2023-03-05
9484702502,4108.84,1134,1038,2024-09-06
1069352049,1791.17,1014,900,2023-10-03
8722138252,553.46,86,228,2024-07-06
8001131542,3234.17,1063,1162,2022-06-06
5740825048,2246.22,78,116,2022-01-02
4055981786,5024.26,425,763,2023-11-01
10877290659,1936.9,425,763,2022-08-02
6733951069,3797.53,261,186,2022-08-06
1067537514,1942.79,425,763,2023-11-02
1767411315,577.44,322,835,2023-01-01
9677800570,631.24,292,293,2023-05-06
10283425418,9123.73,18,587,2024-01-01
9722696698,552.99,181,180,2023-07-05
3712563372,7939.34,1121,219,2023-10-02
8459237754,4127.03,128,129,2024-11-01
6295698213,1567.81,261,263,2022-01-04
6899472466,6172.87,128,129,2022-08-05
6103462326,2848.5,363,362,2024-02-04
1119915549,9099.18,1089,1165,2023-11-02
1075329242,8523.13,258,260,2023-02-04
6321376833,9660.01,47,46,2022-02-06
8293456284,5666.7,274,275,2024-03-04
3595263839,3580.25,162,172,2022-01-01
1419302902,9165.25,1107,1108,2022-05-01
2025121568,8471.13,181,183,2023-08-02
1813897407,8654.35,260,258,2023-03-01
10509595538,3741.96,582,598,2022-10-01
5190478387,1721.25,1009,168,2022-10-02
10209099909,5479.12,910,909,2023-08-01
4299894614,280.37,233,1168,2023-04-03
5534242720,8872.41,181,183,2024-10-04
5816667676,2666.17,1073,708,2023-08-01
3723434696,1547.75,261,288,2025-01-05
7179338230,9134.52,788,118,2024-10-03
3671118672,7237.04,260,258,2024-01-06
7038440325,855.75,610,817,2023-04-01
4035273020,5159.71,128,129,2022-10-02
7322941952,6575.42,4,438,2022-06-01
2535329248,7958.62,183,181,2023-03-06
2923750117,6784.09,128,129,2022-02-01
5448137265,4570.21,47,46,2025-01-03
1751088384,8150.96,1033,945,2023-01-06
9080017883,5895.79,183,181,2022-04-04
4964204314,9113.29,596,595,2022-03-01
1440043606,1002.63,425,763,2022-10-03
4422830411,5479.5,637,917,2023-10-04
3894054042,2798.22,779,28,2023-04-04
6792929439,2747.75,72,100,2024-03-06
6349741473,2892.28,128,129,2024-01-05
5120791253,1288.48,925,1001,2023-05-06
7431017078,3187.4,258,260,2024-07-01
10494435539,5930.09,47,46,2024-01-04
7289373195,9980.9,668,822,2025-01-03
7228237766,9816.44,357,358,2024-08-03
1217366140,6697.07,112,886,2022-09-04
8943075701,3390.39,363,346,2022-01-06
3957892191,6660.71,541,542,2022-06-01
1749363233,5869.68,193,791,2024-11-06
4821613299,6295.61,128,129,2023-01-04
2555688455,6810.48,107,503,2023-07-01
2309960229,3855.81,940,1037,2022-01-01
7715393887,5563.81,1089,1165,2023-09-01
6762629911,5102.08,292,293,2022-10-02
4782533792,4425.23,292,702,2022-09-04
5004985856,5230.82,297,1051,2022-09-01
8659246503,6237.33,136,137,2025-01-02
9796601585,8319.18,258,260,2022-01-01
5269877024,5258.6,563,173,2023-11-01
6842965501,4696.45,492,872,2023-01-03
8556543148,7710.05,826,684,2024-06-05
7528668867,2412.66,181,180,2025-01-02
8523252241,3057.28,909,910,2024-10-05
5915177659,6688.98,885,646,2022-01-02
7321159765,5847.64,281,245,2022-03-01
6938275816,9688.27,542,557,2024-01-01
5611952409,3287.5,324,45,2022-07-01
3581846545,9995.86,107,221,2023-02-05
5803463347,700.39,234,420,2023-04-01
10795157106,5129.55,986,994,2022-06-04
10996042672,4103.76,860,963,2024-05-05
3283695635,3903.28,1029,354,2024-09-04
9344307727,7323.72,74,76,2024-05-02
1925948695,1308.8,193,791,2022-05-01
5729672050,3853.26,183,181,2023-02-05
2079542143,3433.38,193,791,2024-07-04
3207222588,9783.16,17,724,2022-09-04
6295824134,8037.07,81,579,2022-02-04
1746630233,4727.57,261,53,2024-04-04
10200353988,1693.19,403,993,2023-08-01
2128928435,8553.24,86,321,2022-01-05
3795780929,6904.19,910,909,2024-11-04
6741901042,3026.87,627,184,2023-03-04
3021032838,9069.9,261,262,2024-09-01
1221796577,4290.94,946,435,2022-04-04
4645962910,4602.8,260,258,2023-05-04
4810568061,1993.75,541,542,2023-06-02
2265408099,1167.4,260,258,2023-06-05
4497761630,5657.18,373,224,2024-07-01
9380218056,3398.01,971,838,2022-09-01
8802240404,5973.04,501,784,2025-01-04
7646455124,8596.65,1139,1141,2024-08-01
4053713857,7665.57,261,262,2023-01-06
1980604934,3910.8,181,183,2023-05-04
5746124524,48.09,292,293,2024-01-06
10989958714,6308.85,1033,1008,2023-10-03
7658617729,85.39,1148,108,2024-06-01
9727161394,2625.53,733,854,2022-01-06
9320377423,6564.55,403,993,2022-01-01
10576632422,3184.66,309,687,2022-06-05
2542391403,246.55,260,258,2023-08-04
7375412054,3205.21,1107,1157,2024-01-02
6829284486,7938.49,542,541,2023-02-06
10166907561,7840.55,498,7,2022-11-04
10487006845,8310.21,258,260,2022-01-04
5067550956,4989.01,1025,667,2022-04-01
9542002664,7638.64,390,146,2022-06-01
7596040936,1373.96,425,59,2024-01-05
6472781801,3115.72,1033,1008,2024-08-03
2333294451,7164.81,542,540,2024-09-01
5022999152,8671.43,271,307,2024-09-04
8821430424,6619.93,261,262,2022-01-01
8696564791,3200.37,745,744,2024-10-02
7165576793,5308.58,946,651,2024-02-04
4184386207,3767.44,425,59,2024-11-02
6425176559,762.28,363,361,2023-03-03
1292802241,5323.2,122,124,2024-08-05
8328417434,2062.04,183,181,2023-09-04
10179966312,7827.23,30,117,2024-04-01
3020103785,1973.33,605,49,2024-09-02
5387765998,8564.06,324,534,2022-11-03
4375055107,2404.85,1071,1120,2022-01-06
2014920076,5531.64,975,974,2022-09-04
4389330125,8581.75,995,1115,2023-11-03
5884583834,2404.31,78,116,2024-01-03
4992956462,3707.47,545,1026,2023-11-03
7568207944,290.61,229,58,2023-07-01
1679686806,9720.75,261,262,2023-05-01
6012726029,591.71,269,707,2024-06-06
7176088107,4833.93,876,143,2024-06-03
6290085961,8675.93,824,914,2024-09-01
10256320890,4766.03,885,646,2022-06-02
1117791013,3904.19,128,129,2022-05-02
8136871711,49.59,181,101,2023-01-04
10336148366,2220.97,582,598,2022-07-02
1332340863,9094.94,443,790,2023-01-04
4399609527,4189.18,1119,1171,2022-03-03
10510820917,1033.36,627,184,2022-07-01
2395308256,2696.78,297,504,2022-01-02
1374868130,5609.15,128,129,2024-01-05
7086662642,2992.06,492,872,2023-03-02
7293114299,728.97,229,830,2023-01-01
7713851000,9297.87,612,920,2022-06-01
8217552067,4871.51,181,180,2022-10-04
9262533298,3304.41,788,789,2024-05-04
4865891574,4461.87,126,103,2025-01-06
8350289996,4345.55,706,641,2025-01-05
8554326604,1239.19,324,835,2024-01-05
10563587840,6648.74,563,173,2024-01-03
7424436054,8130.15,525,526,2024-09-06
2374428505,9704.99,17,719,2024-10-02
1394329839,6750.41,519,559,2023-06-02
2484375352,3068.67,1020,976,2022-05-01
5067742695,1859.25,612,921,2022-01-05
5303192444,3300.79,356,358,2022-11-03
10269293018,2842.32,182,181,2022-06-02
1605463025,7942.2,260,258,2025-01-04
8191656434,4570.05,389,166,2023-03-03
1771426285,8979.56,46,47,2024-02-05
4848344533,419.54,258,260,2022-08-02
7456503919,196.04,128,129,2024-01-05
7333841155,9065.79,297,504,2022-10-05
8367323269,2257.69,909,910,2022-07-06
6324019831,1100.52,971,1092,2022-04-03
10162338870,3003.85,788,416,2022-11-01
4175845056,611.84,413,675,2024-02-01
7993370102,9802.69,279,888,2022-09-01
2536163675,8743.36,1096,810,2023-07-06
8975701999,2117.78,78,116,2022-08-06
9231951918,5876.58,542,287,2023-06-01
7937617943,6427.03,910,909,2024-01-05
3406947731,3811.8,733,231,2022-10-01
1315115171,1371.47,610,652,2024-10-05
5882130735,740.63,668,822,2023-05-06
2246908189,3560.36,1014,343,2022-09-03
10122387700,1896.87,432,431,2024-01-01
9545872367,1807.72,128,129,2023-11-05
7441904868,3596.87,985,1164,2023-06-02
7565332888,2251.04,1103,1102,2025-01-01
6388916135,8806.14,794,32,2024-10-05
7948157630,1951.15,363,346,2023-09-04
6558251213,7709.72,1014,900,2022-09-01
3447215128,3669.65,582,598,2024-02-04
1117127454,1608.35,329,179,2023-08-01
9998634195,4560.28,745,744,2024-10-04
10276380058,9794.06,298,459,2023-08-04
10279534435,371.49,542,541,2022-10-01
7576958302,9915.23,760,666,2024-07-06
5937793868,1158.16,297,504,2024-07-01
9411070039,5674.68,757,756,2024-02-03
4504809159,7435.12,390,127,2024-09-06
2103974537,6512.48,348,475,2022-11-02
10285174534,2623.67,262,1175,2023-01-01
10129355651,8596.39,957,727,2023-11-06
10621531577,4678.82,78,116,2022-06-02
7400556576,5996.97,297,504,2022-08-05
5696181362,3624,1033,945,2022-11-01
4707469688,5631.46,578,39,2022-07-06
10087841594,1028.55,582,588,2024-08-05
9544218143,9503.41,47,46,2023-07-01
8299456094,3420.62,910,909,2023-05-05
1077223342,4353.14,47,46,2024-06-01
4590021366,2977.98,610,817,2022-05-06
4539523922,2205.2,260,258,2024-03-04
6714233518,1378.28,853,592,2022-07-01
6716286420,4874.35,539,572,2023-05-03
4436646243,351.48,619,638,2023-08-02
4330016078,9738.93,308,309,2023-02-05
7042153465,5152.05,582,598,2024-01-06
3995099727,9680.6,425,59,2023-05-05
2877975312,5836.49,86,321,2023-05-03
7693261221,8430.1,794,32,2022-01-01
3512497209,187.06,909,910,2022-07-01
3069680557,5225.2,582,598,2023-01-01
8144885290,2960.78,1020,1021,2024-05-04
7425810111,2216.2,279,42,2024-01-01
7972184390,9566.34,270,269,2023-03-02
3216425914,8419.03,852,349,2024-05-01
1384464222,9436.01,262,261,2022-02-04
4718640374,2490.24,148,442,2024-04-06
5042833097,2997.29,297,504,2022-04-04
8586272070,7458.83,260,258,2022-09-04
8357837009,2434.65,46,47,2023-07-03
5162152922,339.25,472,63,2023-08-01
4719111715,2294.88,246,247,2023-02-01
7798036565,436.55,582,598,2024-04-06
3930083083,6613.99,47,46,2022-07-02
9258560025,1333.64,1063,1162,2024-02-04
1969286947,6036.11,582,598,2022-11-01
2830741984,9813.35,260,258,2023-05-04
8724830144,4137.44,1009,586,2023-11-01
2952720670,5875.38,348,475,2023-05-06
8886449553,2962.4,596,595,2024-09-04
3366849024,4328.33,1119,1171,2023-09-02
5824123094,8151.54,320,319,2023-03-01
4217026140,6670.56,260,258,2024-09-01
5938120011,9736.5,933,448,2024-05-06
3368661099,884.54,542,540,2024-08-05
2883920125,8839.15,693,846,2022-10-06
7262910598,9589.97,293,292,2023-02-03
3592101787,973.58,258,260,2024-06-02
10148893903,4232.45,298,297,2024-11-05
4486978651,5609.2,612,920,2023-02-01
10635685611,5450.99,788,399,2023-08-06
10921807894,8226.88,1031,1043,2023-10-05
2356550290,8212.84,673,640,2022-06-06
7137379058,6366.21,112,238,2023-08-01
4985541885,2326.59,261,262,2023-07-05
4095007937,6381.89,271,307,2022-08-03
10229991957,6043.3,162,172,2022-01-01
9439641238,9647.07,262,261,2022-04-03
4272104061,594.63,786,964,2023-07-03
10412178191,1554.77,181,101,2023-07-01
6138698402,8706.97,308,309,2025-01-06
8264979655,8099.1,193,791,2024-06-03
10918863238,4285.64,745,744,2022-04-02
9014333744,1939.13,1014,900,2023-10-03
7493121212,887.76,1033,1008,2023-03-03
3436678384,6810.73,971,493,2023-03-04
3492168381,1327.16,1148,85,2022-09-01
10984772663,5599.53,943,804,2022-02-03
9228775620,1860.93,539,572,2024-02-01
6238037664,5006.08,1127,1129,2023-04-06
4154415361,5625.42,181,183,2024-01-01
3861257312,853.33,29,30,2024-04-04
10754315360,2399.05,78,116,2022-02-02
5675820129,3405.78,1009,1005,2022-03-05
10430477037,9214.78,582,588,2023-10-04
6687830739,9605.99,541,542,2023-01-03
7524818387,6835.61,413,675,2023-01-05
6516339217,8613.29,413,675,2024-10-03
7933390156,477.38,659,535,2023-08-04
9996268660,5265.42,869,902,2022-09-01
6179526937,7522.97,128,129,2023-01-06
8935639594,1772.58,637,917,2022-04-01
9475286315,7523.08,308,309,2023-04-05
3799525125,7886.48,297,1051,2023-04-02
2782156571,3448.45,907,906,2022-08-01
5386088312,145.53,910,909,2025-01-06
3679955762,3005.81,1089,1165,2024-08-06
2573160166,2113.6,298,297,2023-06-01
10028523088,2085.05,605,120,2024-01-02
3981068318,1348.96,317,992,2022-07-06
4784122406,3291.59,853,592,2024-05-05
2149176894,9886.03,373,941,2023-09-04
6426921508,7573.21,1033,945,2024-11-03
2712446858,1365.33,278,177,2023-07-04
7899552738,4613.35,322,835,2023-09-05
4299312930,1990.39,779,449,2022-06-02
8174904726,9889.25,373,224,2022-04-01
8327387189,3765.62,985,1154,2022-08-01
7398773339,348.28,637,917,2024-02-03
5950558123,3477.65,1046,1070,2022-01-06
10702071972,4751.09,1144,1143,2023-01-03
9065239480,8163.1,1075,711,2022-04-05
10392334095,819.25,472,63,2022-01-01
6795158526,2849.97,1119,754,2023-08-01
10706451539,4365.04,1033,945,2022-05-03
10802410877,629.25,1089,1165,2024-06-01
1198279277,9088.51,297,1051,2023-01-05
4754299413,8573.39,788,38,2022-04-03
3327872047,9850.34,14,13,2023-01-02
8235986158,1041.33,1020,1021,2023-08-06
10630378561,9558.76,590,237,2022-02-04
1309656131,660.87,279,888,2023-05-01
10093468468,8554.43,585,479,2022-02-05
9402927292,3436.54,112,886,2024-06-04
6393457601,3723.81,524,630,2025-01-01
2605116457,7284.77,148,442,2024-07-06
1877860205,5173.36,297,467,2022-02-01
8634174663,715.2,1031,1043,2022-01-05
7437548217,1148.38,909,910,2023-02-02
1060418124,9251.63,47,46,2023-07-02
8925786757,4342.64,691,645,2023-05-06
8046516492,4433.73,860,963,2024-02-06
8042738934,1155.53,539,572,2022-08-02
10850754120,2225.95,779,449,2024-04-04
6218959849,6269.05,78,116,2024-11-03
5317662855,3026.61,628,187,2022-09-01
2336803970,8363.3,772,64,2023-07-04
2999041507,4151.24,1143,1176,2024-07-06
8567018620,5739.74,183,181,2022-03-02
1850547655,5207.18,331,892,2023-07-03
8826274513,2634.75,261,263,2023-04-03
8857806715,986.67,582,26,2024-07-05
8444338452,3240.97,961,696,2023-01-06
7509122432,369.47,162,172,2022-01-03
6812191976,5923.14,258,600,2022-01-01
10904404970,9282.92,425,763,2022-01-01
1716115272,1262.98,1075,1084,2022-07-01
3033474764,364.24,47,46,2023-05-02
4098079874,9289.93,668,738,2023-02-06
6834005510,8042.08,112,886,2024-08-06
9322210981,4015.58,258,226,2022-08-01
1040705798,1552.55,910,909,2023-01-04
10070506348,8331.03,501,411,2022-01-06
2244136146,4275.08,1071,1120,2023-05-01
10297823794,9095.32,995,934,2024-10-05
7606501205,3602.72,1033,945,2022-03-06
1724873661,5842.55,1033,1008,2023-11-04
6914210244,5696.04,47,46,2022-05-04
4759475466,4654.27,275,277,2023-08-01
7234299228,9821.77,733,392,2023-01-01
7629579540,7580.86,384,385,2022-02-05
8105507392,7693.14,1066,1065,2024-10-03
7200736040,9089.05,971,493,2022-06-01
9609592058,2993.89,260,259,2024-07-04
3481382553,7331.8,376,378,2022-01-01
10030965239,5069.47,1139,1141,2024-08-05
8809634398,4974.85,1107,1105,2023-09-03
10305958000,3858.78,733,222,2024-06-01
3726449175,8894.83,246,247,2024-11-04
4184808781,1969.67,745,744,2023-01-03
8110121784,5537.38,573,564,2022-10-02
2732645880,6679.67,223,629,2022-07-01
9321847351,6295.37,971,493,2024-11-01
4427920865,9038.41,324,322,2024-04-06
6743367697,3558.43,860,963,2024-06-03
8003804070,7821,627,184,2024-07-01
3398176019,2135.96,281,245,2024-06-05
2328242525,9020.18,1073,708,2023-01-01
8538473696,7048.54,821,1125,2023-03-02
10135159971,9461.68,779,28,2023-07-02
1522773359,3117,772,64,2023-01-06
6931804999,2452,668,822,2022-03-05
7974816415,7154.87,489,806,2022-02-06
8731599055,7067.34,280,41,2024-06-01
4032542833,3539.53,258,260,2023-01-01
8483579921,2568.5,610,817,2022-06-01
8650790113,1843.57,18,79,2022-01-06
10089042475,6802.01,128,129,2022-08-02
4443099973,5830.75,1144,1143,2023-01-03
5569550515,7757.55,550,476,2023-06-05
10774149862,4501.4,308,309,2024-01-01
3018765014,5514.52,841,327,2023-03-01
5688201924,1343.06,331,892,2023-08-02
2477144274,2966.48,260,258,2022-01-01
3274237446,8916.55,269,707,2023-05-05
2838001387,657.25,550,476,2023-04-04
6095110090,5341.97,297,1051,2022-06-01
1396453519,4841.17,192,553,2022-04-05
5781734420,6164.57,909,910,2023-03-01
2433111771,2825.05,946,435,2022-05-05
10463152108,9774.25,279,397,2022-11-02
8369502989,2466.72,88,65,2024-01-01
6066962388,4576.18,1009,168,2024-10-02
10616576019,1682.87,122,124,2023-05-04
1753153414,9217.7,542,540,2022-03-04
3834506797,5007.73,425,799,2023-03-01
6684767797,4114.72,183,181,2022-05-05
4350647016,9674.51,262,261,2024-06-03
9585195802,6127.82,128,129,2023-06-05
2666066008,5831.79,582,598,2024-05-04
5583742634,3673.54,128,129,2022-05-02
2363377680,9442.75,1033,1008,2024-04-06
7536379688,8446.06,181,182,2024-06-01
3718302576,5860.33,292,293,2024-01-03
2855915216,8402.84,260,258,2023-06-04
10154435378,1370.72,610,652,2022-07-04
7496260752,1264.39,262,263,2025-01-01
2333776616,8122.69,234,420,2022-01-01
6212039054,9430.29,234,150,2022-07-01
9442919929,5232.03,551,924,2024-05-06
8747819295,2543.18,193,457,2023-02-02
8925538169,8290.97,308,309,2023-01-04
9346466121,3361.46,260,258,2024-03-03
5182043634,3721.38,541,542,2022-11-02
6891083116,54.14,1033,1008,2022-05-06
6382754095,8853.98,489,528,2022-01-06
1819133359,4573.81,788,736,2022-02-04
3882333194,687.1,627,599,2022-01-03
6859508463,8377.13,376,147,2024-02-01
3298525019,5909.83,376,378,2022-05-02
10603384226,8587.92,130,129,2024-03-02
10727523974,9425.12,620,1048,2023-07-01
9847101905,9304.64,1096,939,2025-01-03
3406977200,7030.45,744,1000,2023-02-03
8596761132,7800.74,542,540,2022-03-06
7619009285,3106.73,318,319,2023-08-05
9168121462,2706.27,733,230,2023-04-02
2374832161,3204.24,539,572,2024-04-05
9060548288,3405.03,745,744,2023-02-01
9863469117,5750.49,260,258,2024-03-02
9573485257,407.38,404,403,2023-02-05
6266797503,3244.59,201,202,2022-05-03
8178839789,1149.04,995,836,2024-08-04
5704964066,2319.67,985,1154,2024-01-01
8682520985,7470.14,193,457,2024-05-03
1942844993,7014.87,1029,555,2022-04-04
10391712035,2975.62,258,260,2024-01-01
2356320901,7807.81,274,275,2022-04-01
2114876626,2177.09,489,806,2023-03-05
5700905805,4157.92,86,228,2023-08-05
10544073681,871.36,582,26,2024-01-03
9765701422,7454.63,402,445,2022-02-01
2025158878,6656.65,385,384,2022-05-04
2564337239,5236.38,642,450,2023-11-02
5256141968,299.85,320,319,2024-04-06
3913941728,6484.06,966,633,2023-09-05
10012043290,7610.78,628,187,2025-01-01
10477024421,5331.89,258,260,2022-07-02
8881754222,2413.73,258,260,2023-01-05
4991796226,3504,885,646,2023-02-05
1853525172,6665.98,642,450,2023-04-02
2523769651,2118.63,233,138,2024-01-06
9598878288,4171.96,425,763,2023-01-01
3655875834,9239.08,612,921,2023-09-02
3721190285,2008.84,322,835,2024-01-03
10151523583,266.9,425,59,2023-08-02
4676796619,5974.21,260,258,2022-10-03
8045387354,5700.84,524,630,2023-02-01
8362155835,3009.45,260,258,2022-04-01
4576709804,9512.16,1071,1120,2022-02-05
10850304803,1833.63,324,874,2022-09-04
4725227210,600.09,297,504,2022-09-01
7956978334,1412.86,318,320,2025-01-01
7976279697,5635.17,876,143,2024-02-05
9021953625,3619.53,215,190,2025-01-03
6858431769,6754.9,47,46,2025-01-06
5909580449,8446.47,389,166,2022-07-02
1930954306,4256.52,745,744,2023-03-01
9289701859,5997.78,281,245,2023-11-01
8586190147,4853.81,47,46,2022-08-06
5257483964,1345.57,305,437,2022-06-06
8210235637,6333.39,260,258,2022-02-02
10916407392,6174.56,582,598,2022-02-02
1932231095,7545.27,181,101,2024-05-01
7657608717,3939.13,876,143,2022-08-06
5721266260,7900.96,1029,555,2023-07-03
8515414864,351.69,909,910,2022-05-01
5525918614,4516.07,128,129,2024-02-03
8741378706,3988.16,308,309,2023-07-05
5593432684,4235.17,280,279,2023-07-05
9659406722,2850.86,297,298,2022-08-01
4360545349,3127.29,884,507,2024-04-05
1043941287,5687.38,234,420,2022-02-02
4266069758,8344.46,183,181,2023-02-04
3507211744,8665.98,112,886,2022-08-05
9039177231,8927.97,229,119,2023-08-01
7364945822,1094.61,690,764,2022-07-05
7569954827,4843.66,261,262,2022-09-01
2542488004,2549.45,582,588,2024-08-02
7417042912,5684.76,47,46,2024-11-01
5388761262,8928.55,966,967,2023-01-03
10585884608,5610.16,107,463,2024-01-03
4502098597,3861.33,1033,1008,2022-01-01
2962456513,1167.93,112,886,2025-01-06
7423319520,7475.45,403,412,2024-10-06
5878365146,4511.66,756,315,2022-10-01
4425616901,854.63,193,791,2025-01-04
3361943780,8747.86,128,129,2024-10-06
3908870358,4165.72,356,358,2023-04-01
10863936493,771.92,627,184,2022-10-04
10826517178,4854,29,30,2023-07-03
6200858565,385.94,995,793,2022-08-01
3599799176,1603.3,128,130,2025-01-03
1235865601,8651.29,47,46,2024-02-05
8494594126,5934.79,373,935,2022-02-01
3451714265,9443.3,47,46,2022-07-01
10215341292,62.44,908,436,2023-06-03
3842059073,2215.02,967,966,2023-07-06
3193319442,2628.55,297,504,2024-05-02
10923727518,5718.71,292,702,2023-04-04
5825893814,3327.05,47,46,2022-01-02
7075480824,6887.23,363,361,2023-11-01
1774298706,5258.31,1143,1144,2022-09-04
7009534845,6367.08,47,46,2022-02-06
9309693645,1118.1,30,117,2023-08-01
6944055484,2094.23,193,457,2023-08-01
10319568654,4974.74,128,129,2022-09-06
2333815579,6933.61,1119,1171,2022-01-04
7194934861,4174.38,163,131,2025-01-03
3853746191,1024.51,425,59,2023-07-02
2393941234,2117.23,261,262,2024-03-01
5441717230,6197.29,524,386,2023-10-06
4095939609,2023.19,524,630,2022-04-05
10438773310,8682.87,788,399,2024-04-06
9104139576,1835.66,620,1048,2024-09-05
8207656011,8427.98,1143,1052,2023-05-02
10898671951,1931.5,389,166,2022-02-01
1894827965,1129.64,124,123,2022-02-01
7973351583,8732.05,389,166,2022-05-01
1652091699,2270.17,329,179,2022-01-01
3510842560,3045.27,389,10,2023-03-01
1313018339,493.09,182,181,2024-07-05
7171763726,560,258,260,2022-08-06
2212920846,6207.78,742,720,2022-09-03
5961912506,5935.74,539,572,2022-02-04
4965940800,4507.22,305,737,2023-01-04
9767692087,318.34,384,385,2024-08-02
3158345738,9617.63,489,806,2023-02-01
9724154099,5320.54,47,46,2024-02-02
7669632032,5755.04,292,702,2024-09-03
8750305067,8731.14,331,892,2022-01-04
5052971307,5016.14,308,309,2022-05-02
1059786497,4210.9,193,457,2024-09-04
8878507933,2677.49,292,293,2025-01-02
2833253163,7755.09,47,46,2022-06-06
1654280945,5204.63,733,222,2022-07-03
4829947738,7104.61,1033,945,2024-06-01
3383640533,1340.88,1073,708,2023-07-05
6371046911,6558.61,246,247,2023-10-02
3000998145,7224.02,985,1154,2023-03-03
10769783062,6394.19,260,258,2022-11-02
9170980606,5721.52,246,247,2022-03-05
3934851091,2502.61,788,736,2023-07-05
4160403649,5751.82,47,46,2023-05-01
7623640535,5789.67,331,892,2023-01-01
7476119884,5765.13,826,367,2022-06-06
10627016430,6925.69,47,46,2024-11-05
5465843817,760.84,390,146,2022-07-04
8900985020,9398.82,234,420,2024-01-01
2391613650,6327.7,122,124,2023-11-04
1260444994,2510.31,29,30,2023-01-05
4951173892,8543.1,421,632,2023-01-05
7436430392,1656.86,943,804,2024-01-05
8322970679,2765.3,541,557,2025-01-04
4177871956,5033.45,733,723,2024-09-01
10726452236,5346.4,530,843,2023-09-01
8297161847,7780.53,971,493,2023-06-02
3629208478,1316.5,229,394,2023-09-01
5433299622,9281.35,550,476,2024-07-02
9108088535,5001.03,499,500,2024-10-05
7203670223,9149.85,582,598,2024-01-01
4362337299,2185.66,292,293,2023-09-03
1064866140,451.75,274,275,2023-11-05
7838920643,9153.45,788,399,2022-07-01
3075080032,5623.33,855,955,2024-11-01
